manufacturer,power(kW),quantity(kWh),tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,trip_distance(km),month,weekday,day
Volkswagen,85,0.25,2,1,0,0,3,12.5,0,0,25.0,-4.3,2.0,2,2,25
Volkswagen,85,1.46,3,1,1,1,2,7.7,0,0,44.0,-9.1,19.0,5,4,8
Volkswagen,85,0.15,2,1,0,0,2,15.4,0,0,12.0,-1.4,1.0,4,3,16
Volkswagen,85,0.5,2,1,0,0,2,15.5,0,0,15.0,-1.3,3.0,3,1,21
Volkswagen,85,20.8,2,0,1,0,2,13.5,0,0,37.0,-3.3,154.0,3,6,26
Volkswagen,85,2.5,3,1,1,1,2,12.7,0,0,33.0,-4.1,20.0,8,6,6
Volkswagen,85,4.18,3,1,1,1,3,20.9,0,1,48.0,4.1,20.0,10,3,15
Volkswagen,85,0.28,3,1,0,0,2,13.9,0,0,25.0,-2.9,2.0,4,1,21
Volkswagen,85,26.7,3,0,1,0,2,14.6,0,0,42.0,-2.2,183.0,5,6,6
Volkswagen,85,2.3,3,1,1,1,2,12.0,0,0,32.0,-4.8,19.0,9,5,1
Volkswagen,85,4.14,3,0,1,1,2,11.5,0,0,51.0,-5.3,36.0,9,4,18
Volkswagen,85,4.18,2,1,1,1,3,20.9,0,0,58.0,4.1,20.0,3,5,28
Volkswagen,85,3.5,3,1,1,1,2,17.5,0,0,54.0,0.7,20.0,6,4,17
Volkswagen,85,8.7,3,0,1,0,3,12.9,0,0,52.0,-3.9,38.0,9,1,4
Volkswagen,85,2.54,3,1,0,1,3,9.8,0,1,28.0,-7.0,26.0,9,3,24
Volkswagen,85,6.7,3,0,1,0,3,11.6,0,0,66.0,-5.2,76.0,9,0,3
Volkswagen,85,1.48,3,1,1,1,3,7.4,0,0,54.0,-9.4,20.0,6,2,22
Volkswagen,85,8.8,3,1,0,1,2,11.8,0,0,60.0,-5.0,75.0,7,5,22
Volkswagen,85,2.36,2,1,0,0,2,12.4,0,0,33.0,-4.4,19.0,2,3,2
Volkswagen,85,3.66,3,1,1,1,3,18.3,0,0,35.0,1.5,20.0,6,4,12
Volkswagen,85,1.0,3,1,0,0,2,13.7,0,0,22.0,-3.1,7.0,11,2,1
Volkswagen,85,21.5,2,0,1,0,2,12.8,0,0,81.0,-4.0,168.0,5,6,7
Volkswagen,85,1.8,2,1,1,1,2,9.2,0,0,50.0,-7.6,20.0,2,3,1
Volkswagen,85,2.7,3,1,1,0,2,8.2,0,0,40.0,-8.6,33.0,7,5,9
Volkswagen,85,0.26,2,1,0,0,2,13.0,0,0,46.8038038038038,-3.8,3.0,1,6,24
Volkswagen,85,5.8,3,1,0,1,2,12.5,0,0,50.0,-4.3,46.0,10,0,2
Volkswagen,85,9.67,3,0,1,1,1,14.3,0,0,48.0,-2.5,81.0,9,6,9
Volkswagen,85,1.6,3,1,1,1,2,8.2,0,0,51.0,-8.6,19.0,8,2,9
Volkswagen,85,2.16,3,1,1,1,2,10.8,0,0,43.0,-6.0,20.0,6,4,12
Volkswagen,85,1.9,2,1,0,0,2,15.9,0,0,35.0,-0.9,12.0,11,5,18
Volkswagen,85,4.72,2,0,1,0,2,12.8,0,1,66.0,-4.0,90.0,1,2,24
Volkswagen,85,6.14,3,0,1,0,2,14.4,0,0,55.0,-2.4,17.0,8,3,16
Volkswagen,85,1.2,3,1,0,0,1,20.0,0,0,15.0,3.2,6.0,7,1,19
Volkswagen,85,4.8,3,0,1,0,3,12.8,0,0,89.0,-4.0,111.0,9,6,30
Volkswagen,85,3.6,2,1,1,1,2,17.8,0,0,46.0,1.0,20.0,10,2,24
Volkswagen,85,13.24,3,0,1,0,3,13.9,0,0,78.0,-2.9,73.0,10,1,9
Volkswagen,85,0.36,3,1,0,0,3,18.1,0,0,9.0,1.3,2.0,8,6,30
Volkswagen,85,12.14,3,0,1,0,2,14.2,0,1,66.0,-2.6,34.0,10,0,2
Volkswagen,85,1.66,3,1,1,1,3,8.3,0,0,40.0,-8.5,20.0,7,3,14
Volkswagen,85,33.9,3,0,1,0,2,13.1,0,0,73.0,-3.7,259.0,9,6,17
Volkswagen,85,12.1,2,0,1,0,1,16.1,0,1,50.0,-0.7,86.0,11,1,14
Volkswagen,85,0.3,3,1,0,0,2,12.8,0,0,6.0,-4.0,2.0,5,5,12
Volkswagen,85,1.66,2,1,1,1,3,8.3,0,0,38.0,-8.5,20.0,12,2,7
Volkswagen,85,1.16,2,1,0,0,3,16.6,1,0,21.0,-0.2,7.0,1,6,18
Volkswagen,85,3.15,2,1,1,1,3,14.3,0,0,40.0,-2.5,22.0,1,3,8
Volkswagen,85,1.58,3,1,1,1,2,7.9,0,0,41.0,-8.9,20.0,5,2,4
Volkswagen,85,3.88,3,0,0,1,2,12.5,0,0,42.0,-4.3,31.0,6,0,25
Volkswagen,85,11.72,2,0,0,1,3,13.3,0,1,64.0,-3.5,57.0,11,4,2
Volkswagen,85,0.1,3,1,0,0,3,10.6,0,0,15.0,-6.2,1.0,5,3,26
Volkswagen,85,3.4,2,1,1,1,2,17.2,0,0,51.0,0.4,20.0,4,0,10
Volkswagen,85,1.69,3,1,1,1,2,7.7,0,0,45.0,-9.1,22.0,8,1,16
Volkswagen,85,13.77,2,0,0,1,1,19.4,0,1,45.0,2.6,71.0,1,3,31
Volkswagen,85,3.78,2,1,1,1,2,18.9,0,1,40.0,2.1,20.0,10,2,21
Volkswagen,85,0.49,3,1,0,0,3,12.4,0,0,24.0,-4.4,4.0,4,4,15
Volkswagen,85,1.79,2,1,1,1,2,9.4,0,0,45.0,-7.4,19.0,4,3,16
Volkswagen,85,3.36,3,1,1,0,3,14.0,1,0,57.0,-2.8,24.0,8,5,8
Volkswagen,85,1.9,2,1,1,1,2,9.5,0,0,51.0,-7.3,20.0,2,1,23
Volkswagen,85,0.32,2,1,0,0,3,16.0,0,0,24.0,-0.8,2.0,11,6,20
Volkswagen,85,3.88,2,1,1,1,2,19.4,0,0,41.0,2.6,20.0,1,1,26
Volkswagen,85,1.9,2,1,0,1,2,8.6,0,0,41.0,-8.2,22.0,11,0,12
Volkswagen,85,3.3,2,1,1,1,2,16.6,0,0,47.0,-0.2,20.0,10,4,19
Volkswagen,85,10.88,3,0,1,0,3,12.1,0,0,73.0,-4.7,107.0,8,2,22
Volkswagen,85,11.7,2,0,0,1,2,14.1,0,0,41.0,-2.7,83.0,2,0,29
Volkswagen,85,1.9,3,1,1,1,2,9.5,0,0,50.0,-7.3,20.0,7,1,25
Volkswagen,85,4.9,3,1,0,1,2,11.6,0,0,57.0,-5.2,42.0,6,5,30
Volkswagen,85,1.9,3,1,1,1,3,9.5,0,0,39.0,-7.3,20.0,10,1,25
