,manufacturer,model,year,version,power(kW),odometer,quantity(kWh),fuel_type,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,fuel_note,user_id,trip_distance(km),month,weekday,day
7666,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,156911.0,5.43,Electricity,3.0,1,0,1,3.0,11.56,0,0,,-1.9399999999999995,"Noch 7 Balken, 46km Reichweite, Mainova Ökostrom Novanatur, Abbbruch nach 0,86kWh, 0,80kWh, 1,63kWh, beendet nach 2,14kWh, 4,75h geladen, Ladeende 13,3°C, RRW 104km, Batterie 21-26°C, 23,5°C, 100%, Regen",Tesla_Model_S_2015,52.8,5,1,15
25790,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,160684.0,5.2,Electricity,3.0,1,1,1,3.0,12.38,0,0,,-0.1199999999999992,,Tesla_Model_S_2015,42.0,5,3,28
19603,Nissan,Leaf,2013,Leaf ZE0,80.0,,3.1,Electricity,1.0,0,0,0,3.0,13.1,0,0,,-1.9000000000000004,"0,9",Tesla_Model_S_2015,23.5,7,6,7
28458,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,22747.0,3.8,Electricity,3.0,1,0,1,3.0,13.57,0,0,,1.0700000000000005,,Tesla_Model_S_2015,28.0,6,4,20
31036,Tesla Motors,Model S,2015,Model S85,278.0,96241.0,14.0,Electricity,3.0,1,1,1,3.0,19.21,0,0,,3.1099999999999994,,Tesla_Model_S_2015,143.0,7,0,8
19068,Nissan,Leaf,2013,Leaf ZE0,80.0,,1.2,Electricity,1.0,0,0,0,3.0,16.7,0,0,,1.6999999999999993,"0,5",Tesla_Model_S_2015,7.1,1,5,18
9615,Volkswagen,Golf,2014,e-Golf,85.0,,2.2,Electricity,3.0,1,0,1,2.0,7.7,0,0,31.0,-4.999999999999999,,Tesla_Model_S_2015,29.0,7,2,25
7516,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,164199.0,6.0,Electricity,3.0,1,0,1,3.0,12.37,0,0,,-1.1300000000000008,"Noch 8 Balken, 54km Reichweite, Mainova Ökostrom Novanatur, 2,5h geladen, 100%, Ladeende 21,9°C, RRW 109km, Batterie 28-33°C, 30,1°C",Tesla_Model_S_2015,48.5,8,3,9
9882,Volkswagen,Golf,2014,e-Golf,85.0,,1.9,Electricity,2.0,1,0,0,2.0,15.9,0,0,35.0,3.200000000000001,,Tesla_Model_S_2015,12.0,11,5,18
28589,Volkswagen,Golf,2016,e-Golf,85.0,48892.0,12.83,Electricity,3.0,1,1,1,3.0,13.8,0,0,65.0,1.1000000000000014,CCS ABB Baden kostenlos geladen,Tesla_Model_S_2015,93.0,6,5,8
25649,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,167304.0,5.1,Electricity,3.0,1,1,1,3.0,12.14,0,0,,-0.3599999999999994,,Tesla_Model_S_2015,42.0,10,3,8
29577,Mercedes-Benz,B-Klasse,2015,B250e,132.0,86217.0,26.67,Electricity,1.0,1,0,1,3.0,22.66,0,1,,6.059999999999999,,Tesla_Model_S_2015,37.0,1,0,11
588,Volkswagen,Golf,2018,e-Golf,100.0,,21.6,Electricity,1.0,0,1,0,3.0,16.87,1,0,,3.9700000000000006,,Tesla_Model_S_2015,59.0,10,4,22
30269,Mercedes-Benz,B-Klasse,2015,B250e,132.0,33221.0,24.0,Electricity,3.0,1,1,1,3.0,19.35,0,1,,2.75,,Tesla_Model_S_2015,124.0,1,4,26
10027,Volkswagen,Golf,2014,e-Golf,85.0,54335.0,7.3,Electricity,3.0,1,0,1,2.0,11.7,0,0,38.0,-1.0,,Tesla_Model_S_2015,62.0,9,5,2
23092,Hyundai,IONIQ,2017,Premium,88.0,29666.0,14.38,Electricity,3.0,1,1,1,2.0,11.76,0,0,,,,Tesla_Model_S_2015,122.3,4,3,25
14854,Kia,Soul,2016,Kia Soul EV,60.0,,21.0,Electricity,3.0,1,0,1,3.0,17.73,1,0,,3.43,,Tesla_Model_S_2015,106.0,8,6,30
1476,Tesla Motors,Model S,2017,75D,315.0,120621.0,21.7,Electricity,2.0,1,1,0,2.0,30.99,0,0,,16.189999999999998,,Tesla_Model_S_2015,68.0,3,1,29
5244,Volkswagen,Golf,2015,e-Golf,85.0,84912.0,8.46,Electricity,2.0,0,1,1,2.0,16.0,0,1,47.0,3.3000000000000007,,Tesla_Model_S_2015,48.0,3,0,18
28688,Volkswagen,Golf,2016,e-Golf,85.0,41536.0,5.15,Electricity,2.0,1,0,1,3.0,20.6,0,0,51.0,7.900000000000002,Restreichweite 82km = Total 107km,Tesla_Model_S_2015,25.0,1,3,3
14763,Kia,Soul,2016,Kia Soul EV,60.0,,20.0,Electricity,2.0,1,0,1,3.0,17.12,1,0,,2.8200000000000003,,Tesla_Model_S_2015,4.0,12,4,18
13794,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,49219.0,11.36,Electricity,3.0,1,0,1,3.0,11.86,0,0,,-1.6400000000000006,"Noch 5 Balken, 43 km Reichweite, Mainova Ökostrom Novanatur, 5,5h geladen, Ladeende 11,3°C",Tesla_Model_S_2015,95.8,9,3,19
27423,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,77588.0,5.6,Electricity,2.0,1,1,1,3.0,13.33,0,0,,0.8300000000000001,,Tesla_Model_S_2015,42.0,9,3,8
27021,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,97842.0,3.9,Electricity,3.0,0,0,1,3.0,13.45,0,0,,0.9499999999999992,,Tesla_Model_S_2015,29.0,7,4,14
9824,Volkswagen,Golf,2014,e-Golf,85.0,61559.0,2.4,Electricity,2.0,1,1,1,2.0,11.8,0,0,49.0,-0.8999999999999986,,Tesla_Model_S_2015,20.0,1,0,8
4328,Kia,Soul,2016,Kia Soul EV,60.0,,10.0,Electricity,2.0,1,1,0,3.0,19.89,1,0,,5.59,,Tesla_Model_S_2015,91.0,1,5,6
10577,Volkswagen,Golf,2014,e-Golf,85.0,,1.84,Electricity,3.0,1,0,0,2.0,12.3,0,0,23.0,-0.3999999999999986,,Tesla_Model_S_2015,15.0,10,1,11
10929,Volkswagen,Golf,2014,e-Golf,85.0,,1.96,Electricity,2.0,1,1,1,3.0,9.8,0,0,53.0,-2.8999999999999986,,Tesla_Model_S_2015,20.0,3,1,29
5482,Volkswagen,Golf,2015,e-Golf,85.0,70121.0,8.1,Electricity,3.0,0,1,0,2.0,11.8,0,0,61.0,-0.8999999999999986,,Tesla_Model_S_2015,104.0,9,4,7
29038,Volkswagen,Golf,2016,e-Golf,85.0,16050.0,10.62,Electricity,3.0,1,0,1,3.0,12.8,1,0,,0.1000000000000014,Restreichweite 91km = Total 174km,Tesla_Model_S_2015,83.0,6,2,28
7302,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,173403.0,3.56,Electricity,2.0,1,0,1,3.0,14.68,0,0,,1.1799999999999995,"Noch 12 Balken, 62km Reichweite, Mainova Ökostrom Novanatur, 3h geladen, Ladeende 3,8°C, RRW 93km, Batterie 9-14°C, 11,3°C, 100%",Tesla_Model_S_2015,16.3,11,4,23
19094,Nissan,Leaf,2013,Leaf ZE0,80.0,,0.1,Electricity,1.0,0,0,0,3.0,11.9,0,0,,-3.1,"0,1",Tesla_Model_S_2015,1.1,1,1,7
27453,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,76284.0,6.7,Electricity,2.0,0,0,1,1.0,14.89,1,0,,2.390000000000001,,Tesla_Model_S_2015,45.0,8,0,22
5829,Volkswagen,Golf,2015,e-Golf,85.0,45203.0,7.63,Electricity,2.0,0,0,1,2.0,17.4,0,1,64.0,4.699999999999999,,Tesla_Model_S_2015,32.0,3,2,7
3184,Hyundai,IONIQ,2018,Roadrunner,88.0,,10.91,Electricity,1.0,0,0,0,3.0,15.07,0,0,,,,Tesla_Model_S_2015,72.4,10,3,24
10447,Volkswagen,Golf,2014,e-Golf,85.0,39933.0,13.63,Electricity,2.0,0,1,0,3.0,13.5,0,0,51.0,0.8000000000000007,,Tesla_Model_S_2015,101.0,12,5,24
30161,Mercedes-Benz,B-Klasse,2015,B250e,132.0,41800.0,14.85,Electricity,3.0,1,1,0,3.0,13.71,0,0,,-2.890000000000001,,Tesla_Model_S_2015,80.0,6,3,14
4184,Kia,Soul,2016,Kia Soul EV,60.0,,11.0,Electricity,3.0,0,0,1,3.0,17.3,1,0,,3.0,,Tesla_Model_S_2015,64.0,4,4,27
5594,Volkswagen,Golf,2015,e-Golf,85.0,61859.0,8.0,Electricity,3.0,0,1,0,2.0,12.0,0,0,69.0,-0.6999999999999993,,Tesla_Model_S_2015,115.0,7,1,3
25162,Hyundai,IONIQ,2018,electric,88.0,17335.0,5.42,Electricity,3.0,0,1,1,2.0,18.4,1,0,,,,Tesla_Model_S_2015,4.0,4,4,26
4341,Kia,Soul,2016,Kia Soul EV,60.0,,9.3,Electricity,2.0,1,0,1,3.0,20.43,1,0,,6.129999999999999,,Tesla_Model_S_2015,66.0,12,3,28
10699,Volkswagen,Golf,2014,e-Golf,85.0,,1.2,Electricity,3.0,1,0,0,1.0,20.0,0,0,15.0,7.300000000000001,"Erste Inspektion bei 30.000km, Testfahrt durch Techniker<br />",Tesla_Model_S_2015,6.0,7,1,19
3617,Hyundai,IONIQ,2018,Roadrunner,88.0,,12.9,Electricity,1.0,0,0,0,3.0,15.25,0,0,,,,Tesla_Model_S_2015,84.6,2,0,25
1594,Tesla Motors,Model S,2017,75D,315.0,108984.0,29.2,Electricity,3.0,1,1,0,2.0,27.04,0,0,,12.239999999999998,,Tesla_Model_S_2015,108.0,9,1,28
4515,Kia,Soul,2016,Kia Soul EV,60.0,,20.05,Electricity,3.0,0,1,0,3.0,17.86,1,0,,3.5599999999999987,,Tesla_Model_S_2015,81.0,6,6,25
26144,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,143416.0,6.3,Electricity,3.0,1,1,1,3.0,14.65,1,0,,2.1500000000000004,,Tesla_Model_S_2015,43.0,7,3,25
14227,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,13037.0,14.01,Electricity,2.0,1,0,1,3.0,16.96,0,0,,3.460000000000001,"noch 3 Balken, 22km Reichweite, Mainova Ökostrom Novanatur, Ladeende 3,3°C",Tesla_Model_S_2015,66.1,1,3,19
4741,Kia,Soul,2016,Kia Soul EV,60.0,,14.88,Electricity,2.0,1,1,0,3.0,23.31,0,0,,9.009999999999998,,Tesla_Model_S_2015,47.0,12,0,5
28616,Volkswagen,Golf,2016,e-Golf,85.0,46425.0,11.9,Electricity,2.0,1,1,1,3.0,11.9,0,0,51.0,-0.7999999999999989,Restreichweite 68km = Total 168km,Tesla_Model_S_2015,100.0,4,3,11
986,Volkswagen,Golf,2018,e-Golf,100.0,,13.0,Electricity,2.0,0,1,0,3.0,15.39,1,0,,2.49,,Tesla_Model_S_2015,87.0,9,0,14
31525,Tesla Motors,Model S,2015,Model S85,278.0,33709.0,53.0,Electricity,3.0,0,1,0,3.0,20.58,0,0,,4.479999999999997,,Tesla_Model_S_2015,225.0,5,5,27
26001,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,150427.0,6.2,Electricity,2.0,1,1,1,3.0,14.76,0,1,,2.26,,Tesla_Model_S_2015,42.0,11,2,27
9896,Volkswagen,Golf,2014,e-Golf,85.0,,1.9,Electricity,2.0,1,1,1,2.0,9.3,0,0,49.0,-3.3999999999999986,,Tesla_Model_S_2015,20.0,11,4,10
15205,Kia,Soul,2016,Kia Soul EV,60.0,,12.96,Electricity,2.0,0,1,0,3.0,17.4,1,0,,3.099999999999998,,Tesla_Model_S_2015,74.0,10,5,19
29583,Mercedes-Benz,B-Klasse,2015,B250e,132.0,85733.0,28.22,Electricity,1.0,0,1,1,3.0,22.0,0,1,,5.399999999999999,,Tesla_Model_S_2015,120.0,12,3,31
1770,Tesla Motors,Model S,2017,75D,315.0,89513.0,10.61,Electricity,2.0,1,1,0,2.0,41.67,0,0,,26.87,,Tesla_Model_S_2015,59.0,1,6,10
29546,Mercedes-Benz,B-Klasse,2015,B250e,132.0,87497.0,3.0,Electricity,3.0,1,0,0,3.0,33.33,0,1,,16.729999999999997,,Tesla_Model_S_2015,9.0,3,5,6
15121,Kia,Soul,2016,Kia Soul EV,60.0,,15.35,Electricity,2.0,1,0,1,3.0,18.79,1,0,,4.489999999999998,,Tesla_Model_S_2015,89.0,1,4,3
22683,Hyundai,IONIQ,2017,Premium,88.0,51828.0,12.44,Electricity,3.0,1,1,1,2.0,13.8,0,0,,,,Tesla_Model_S_2015,90.1,11,5,14
1181,Volkswagen,Golf,2018,e-Golf,100.0,,24.6,Electricity,2.0,0,1,0,3.0,18.34,1,0,,5.44,,Tesla_Model_S_2015,85.0,2,6,23
6198,Volkswagen,Golf,2015,e-Golf,85.0,21045.0,5.89,Electricity,3.0,0,1,0,2.0,12.9,0,0,65.0,0.200000000000001,,Tesla_Model_S_2015,129.0,9,3,7
16870,Volkswagen,Golf,2016,e-Golf,85.0,94313.0,6.95,Electricity,3.0,1,0,1,3.0,11.4,1,0,38.0,-1.299999999999999,Reichweite 80% = 131km,Tesla_Model_S_2015,61.0,8,4,26
4096,Kia,Soul,2016,Kia Soul EV,60.0,,18.47,Electricity,3.0,1,1,1,3.0,15.93,1,0,,1.629999999999999,,Tesla_Model_S_2015,122.0,7,5,21
30997,Tesla Motors,Model S,2015,Model S85,278.0,101037.0,51.0,Electricity,3.0,0,1,0,3.0,20.22,0,0,,4.119999999999997,,Tesla_Model_S_2015,284.0,9,5,14
11609,Volkswagen,Golf,2014,e-Golf,85.0,,2.91,Electricity,2.0,1,1,0,3.0,15.3,0,0,31.0,2.6000000000000014,,Tesla_Model_S_2015,19.0,4,5,18
26381,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,131014.0,7.2,Electricity,2.0,1,1,1,3.0,17.14,0,1,,4.640000000000001,,Tesla_Model_S_2015,42.0,1,1,22
28321,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,29480.0,6.0,Electricity,3.0,1,1,1,3.0,13.95,0,1,,1.4499999999999993,,Tesla_Model_S_2015,43.0,10,1,7
19031,Nissan,Leaf,2013,Leaf ZE0,80.0,,0.1,Electricity,1.0,0,0,0,3.0,17.6,0,0,,2.6000000000000014,"0,1",Tesla_Model_S_2015,0.7,1,3,30
6376,Nissan,Leaf,2017,Black Edition,80.0,72065.0,18.55,Electricity,2.0,1,0,1,2.0,14.92,0,1,,-0.08,,Tesla_Model_S_2015,57.0,2,1,22
19396,Nissan,Leaf,2013,Leaf ZE0,80.0,,4.7,Electricity,1.0,0,0,0,3.0,14.7,0,0,,-0.3000000000000007,"0,7",Tesla_Model_S_2015,31.8,10,3,10
8027,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,139746.0,5.81,Electricity,3.0,0,1,0,2.0,11.42,0,0,,-2.08,"Noch 2 Balken, 15km Reichweite, Batterie 24-29°C, 26,8°C, 22,0%, xxx, 23m21s geladen, Ladeende 22,7°C RRW 77km, Batterie 21-31°C, 26,9°C, 72,5%, 12B",Tesla_Model_S_2015,64.9,8,6,6
31563,Tesla Motors,Model S,2015,Model S85,278.0,28847.0,33.0,Electricity,2.0,1,0,1,3.0,22.45,0,0,,6.349999999999998,,Tesla_Model_S_2015,147.0,3,2,29
16968,Volkswagen,Golf,2016,e-Golf,85.0,87653.0,6.83,Electricity,3.0,1,0,1,3.0,12.2,0,0,45.0,-0.5,13°C. Reichweite 80% = 127km,Tesla_Model_S_2015,56.0,5,1,3
1321,Volkswagen,Golf,2018,e-Golf,100.0,,8.0,Electricity,2.0,0,1,0,3.0,15.45,1,0,,2.549999999999999,,Tesla_Model_S_2015,55.0,10,4,18
15452,Kia,Soul,2016,Kia Soul EV,60.0,,11.9,Electricity,2.0,0,0,1,3.0,18.95,1,0,,4.649999999999999,,Tesla_Model_S_2015,28.0,2,0,25
7271,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,174809.0,6.51,Electricity,2.0,1,1,1,3.0,14.43,0,0,,0.9299999999999996,"Noch 5 Balken, 27km Reichweite, Suewag, 3,25h geladen, Ladeende 0,3°C, RRW 79km,  Scheiben zugefroren",Tesla_Model_S_2015,45.1,12,0,24
9547,Volkswagen,Golf,2014,e-Golf,85.0,78347.0,30.1,Electricity,3.0,0,1,0,2.0,11.4,0,0,68.0,-1.299999999999999,,Tesla_Model_S_2015,264.0,9,4,7
24131,Hyundai,IONIQ,2018,electric,88.0,101921.0,15.9,Electricity,3.0,0,1,1,2.0,12.0,1,0,,,,Tesla_Model_S_2015,84.0,8,6,8
5224,Volkswagen,Golf,2015,e-Golf,85.0,86246.0,14.85,Electricity,2.0,0,1,1,2.0,13.5,0,0,64.0,0.8000000000000007,,Tesla_Model_S_2015,95.0,3,3,28
14810,Kia,Soul,2016,Kia Soul EV,60.0,,18.7,Electricity,3.0,1,0,1,3.0,17.7,1,0,,3.3999999999999986,,Tesla_Model_S_2015,107.0,10,3,8
26813,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,108758.0,7.4,Electricity,2.0,1,1,1,3.0,17.62,0,1,,5.120000000000001,,Tesla_Model_S_2015,42.0,2,1,13
31680,Tesla Motors,Model S,2015,Model S85,278.0,15792.0,66.0,Electricity,3.0,0,1,0,3.0,22.6,0,0,,6.5,,Tesla_Model_S_2015,292.0,10,6,9
3605,Hyundai,IONIQ,2018,Roadrunner,88.0,,11.9,Electricity,1.0,0,0,0,3.0,14.05,0,0,,,,Tesla_Model_S_2015,84.7,3,1,5
13753,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,51827.0,10.88,Electricity,3.0,1,1,1,3.0,11.88,0,0,,-1.6199999999999992,"Noch 5 Balken, 49km Reichweite, Mainova Ökostrom Novanatur, 10,25h geladen, Ladeende 14,1°C, 17km Autobahn 80 km/h",Tesla_Model_S_2015,91.6,10,5,26
30406,Mercedes-Benz,B-Klasse,2015,B250e,132.0,21599.0,16.33,Electricity,2.0,0,0,1,2.0,16.95,0,0,,0.3499999999999978,,Tesla_Model_S_2015,0.1,7,6,30
1241,Volkswagen,Golf,2018,e-Golf,100.0,,12.4,Electricity,2.0,0,1,0,3.0,18.09,1,0,,5.19,,Tesla_Model_S_2015,112.0,1,3,2
28632,Volkswagen,Golf,2016,e-Golf,85.0,45146.0,9.88,Electricity,2.0,1,0,1,3.0,18.3,0,0,39.0,5.600000000000001,Restreichweite 63km = Total 117km,Tesla_Model_S_2015,54.0,3,1,19
8887,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,85789.0,7.41,Electricity,3.0,1,1,1,3.0,10.78,0,0,,-2.7200000000000006,"Noch 2 Balken, 16km Reichweite, 19,5% Batterie 26-32°C, 30,2°C, 2h20m geladen, Mainova Ökostrom Novanatur, Ladeende 16,9°C, RRW 91km, Batterie 27-34°C, 30,4°C, 66,5%, 11B, Autobahn 80km/h,  ",Tesla_Model_S_2015,85.9,5,0,18
25534,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,172345.0,2.5,Electricity,2.0,1,0,0,3.0,25.0,0,1,,12.5,,Tesla_Model_S_2015,10.0,1,0,11
15144,Kia,Soul,2016,Kia Soul EV,60.0,,7.07,Electricity,2.0,1,0,1,3.0,16.2,1,0,,1.8999999999999984,,Tesla_Model_S_2015,139.0,12,3,12
9197,Volkswagen,Golf,2014,e-Golf,85.0,,10.0,Electricity,2.0,1,0,1,2.0,12.8,0,0,53.0,0.1000000000000014,,Tesla_Model_S_2015,78.0,4,5,6
14768,Kia,Soul,2016,Kia Soul EV,60.0,,14.1,Electricity,2.0,1,0,1,3.0,19.54,1,0,,5.239999999999998,,Tesla_Model_S_2015,99.0,12,6,13
22663,Hyundai,IONIQ,2017,Premium,88.0,52698.0,12.6,Electricity,3.0,1,1,1,2.0,13.98,0,0,,,,Tesla_Model_S_2015,90.1,12,1,8
23011,Hyundai,IONIQ,2017,Premium,88.0,34631.0,17.23,Electricity,3.0,1,1,1,2.0,10.39,0,0,,,,Tesla_Model_S_2015,165.8,8,3,8
29302,Mercedes-Benz,B-Klasse,2015,B250e,132.0,102621.0,3.3,Electricity,1.0,1,1,1,3.0,20.27,0,1,,3.669999999999998,,Tesla_Model_S_2015,176.0,1,6,9
11421,Volkswagen,Golf,2014,e-Golf,85.0,,3.62,Electricity,3.0,1,1,1,3.0,18.1,0,0,53.0,5.400000000000002,,Tesla_Model_S_2015,20.0,7,0,20
19025,Nissan,Leaf,2013,Leaf ZE0,80.0,,2.6,Electricity,1.0,0,0,0,3.0,12.5,0,0,,-2.5,"0,7",Tesla_Model_S_2015,20.6,1,4,31
4774,Kia,Soul,2016,Kia Soul EV,60.0,,19.7,Electricity,3.0,1,1,0,3.0,15.34,0,0,,1.0399999999999991,,Tesla_Model_S_2015,56.0,11,0,7
28690,Volkswagen,Golf,2016,e-Golf,85.0,41415.0,4.36,Electricity,2.0,1,0,1,3.0,18.2,0,0,44.0,5.5,,Tesla_Model_S_2015,24.0,12,6,30
24770,Hyundai,IONIQ,2018,electric,88.0,49335.0,9.52,Electricity,2.0,0,1,1,2.0,15.7,1,1,,,,Tesla_Model_S_2015,59.0,2,0,10
25122,Hyundai,IONIQ,2018,electric,88.0,20659.0,15.76,Electricity,3.0,0,1,1,2.0,12.9,1,0,,,,Tesla_Model_S_2015,114.0,5,2,29
8827,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,90279.0,6.6,Electricity,3.0,0,1,1,3.0,11.26,0,0,,-2.24,"Noch 8 Balken, 72km Reichweite, 54,5%, Batterie 27-30°C, 28,6°C, 2h13m geladen, Ökostrom, Ladeende 27,8°C, Batterie 29-35°C, 31,4°C, RRW 138km, 95,5%, 28.1. 29.1. 31.1. 8.2. 25.5. 3.7. 3.7. 23.7.",Tesla_Model_S_2015,70.2,7,3,23
27584,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,68763.0,13.7,Electricity,2.0,1,1,1,1.0,16.71,0,1,,4.210000000000001,,Tesla_Model_S_2015,82.0,4,3,28
9843,Volkswagen,Golf,2014,e-Golf,85.0,61143.0,2.5,Electricity,2.0,1,0,0,2.0,15.0,0,0,18.0,2.3000000000000007,,Tesla_Model_S_2015,17.0,12,5,9
22872,Hyundai,IONIQ,2017,Premium,88.0,43563.0,18.44,Electricity,3.0,1,1,1,2.0,13.8,0,0,,,,Tesla_Model_S_2015,133.6,1,5,25
566,Volkswagen,Golf,2018,e-Golf,100.0,,5.0,Electricity,1.0,0,1,0,3.0,16.04,1,0,,3.139999999999999,,Tesla_Model_S_2015,57.0,11,3,11
23488,Hyundai,IONIQ,2017,Premium,88.0,11250.0,14.71,Electricity,3.0,0,0,0,2.0,12.19,0,0,,,,Tesla_Model_S_2015,120.7,5,0,21
30041,Mercedes-Benz,B-Klasse,2015,B250e,132.0,52761.0,4.0,Electricity,1.0,1,1,1,2.0,16.62,0,1,,0.0199999999999995,,Tesla_Model_S_2015,140.0,11,4,30
28990,Volkswagen,Golf,2016,e-Golf,85.0,19648.0,11.83,Electricity,3.0,1,0,1,3.0,11.6,0,1,46.0,-1.0999999999999996,Restreichweite 85km = Total 187km,Tesla_Model_S_2015,102.0,9,2,27
1742,Tesla Motors,Model S,2017,75D,315.0,91919.0,50.32,Electricity,2.0,1,1,0,2.0,31.06,0,0,,16.259999999999998,,Tesla_Model_S_2015,162.0,3,5,6
4671,Kia,Soul,2016,Kia Soul EV,60.0,,8.07,Electricity,2.0,0,1,1,3.0,20.36,0,0,,6.059999999999999,,Tesla_Model_S_2015,24.0,1,2,25
872,Volkswagen,Golf,2018,e-Golf,100.0,,26.5,Electricity,2.0,0,1,0,3.0,19.98,1,0,,7.08,,Tesla_Model_S_2015,110.0,2,2,3
1439,Tesla Motors,Model S,2017,75D,315.0,124718.0,39.4,Electricity,3.0,1,1,0,2.0,26.83,0,0,,12.029999999999998,,Tesla_Model_S_2015,44.0,6,5,4
29740,Mercedes-Benz,B-Klasse,2015,B250e,132.0,75503.0,14.23,Electricity,1.0,0,1,1,3.0,20.8,0,1,78.0,4.199999999999999,,Tesla_Model_S_2015,123.0,12,1,24
28608,Volkswagen,Golf,2016,e-Golf,85.0,47274.0,16.62,Electricity,3.0,1,0,1,3.0,13.4,0,0,40.0,0.7000000000000011,Restreichweite 15km = Total 139km CCS ABB Baden,Tesla_Model_S_2015,124.0,5,2,1
23177,Hyundai,IONIQ,2017,Premium,88.0,23945.0,13.02,Electricity,3.0,1,1,1,2.0,14.45,0,0,,,,Tesla_Model_S_2015,90.1,1,6,20
10724,Volkswagen,Golf,2014,e-Golf,85.0,,1.52,Electricity,3.0,1,1,1,2.0,15.2,0,0,23.0,2.5,,Tesla_Model_S_2015,10.0,7,3,7
2230,Tesla Motors,Model S,2017,75D,315.0,42829.0,39.1,Electricity,2.0,1,1,0,2.0,31.03,0,0,,16.23,,Tesla_Model_S_2015,120.0,3,0,18
27530,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,72014.0,4.6,Electricity,2.0,1,1,1,3.0,10.95,0,0,,-1.5500000000000007,,Tesla_Model_S_2015,42.0,6,2,15
30915,Tesla Motors,Model S,2015,Model S85,278.0,108404.0,22.0,Electricity,2.0,1,0,1,3.0,27.2,0,0,,11.099999999999998,,Tesla_Model_S_2015,43.0,1,5,4
19146,Nissan,Leaf,2013,Leaf ZE0,80.0,,0.2,Electricity,1.0,0,0,0,3.0,21.6,0,0,,6.600000000000001,"0,1",Tesla_Model_S_2015,0.7,12,3,19
9875,Volkswagen,Golf,2014,e-Golf,85.0,,1.9,Electricity,2.0,1,0,1,2.0,8.9,0,0,49.0,-3.799999999999999,,Tesla_Model_S_2015,21.0,11,1,21
997,Volkswagen,Golf,2018,e-Golf,100.0,,13.0,Electricity,2.0,0,1,0,3.0,13.9,1,0,,1.0,,Tesla_Model_S_2015,89.0,8,1,18
7026,Mitsubishi,i-MiEV,2011,i-MiEV,49.0,185075.0,4.76,Electricity,3.0,0,1,1,3.0,14.38,0,0,,0.8800000000000008,"Noch 10 Balken, 48km Reichweite, Ökostrom, 2h geladen, RRW 82km, 16B",Tesla_Model_S_2015,33.1,6,4,14
1175,Volkswagen,Golf,2018,e-Golf,100.0,,17.7,Electricity,2.0,0,1,0,3.0,18.34,1,0,,5.44,,Tesla_Model_S_2015,87.0,2,4,28
28510,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,20002.0,5.3,Electricity,3.0,1,1,1,3.0,12.62,0,0,,0.1199999999999992,,Tesla_Model_S_2015,42.0,5,3,8
19606,Nissan,Leaf,2013,Leaf ZE0,80.0,,2.1,Electricity,1.0,0,0,0,3.0,12.8,0,0,,-2.2,"0,8",Tesla_Model_S_2015,16.1,7,5,6
2529,Tesla Motors,Model S,2017,75D,315.0,12683.0,21.9,Electricity,2.0,1,1,0,2.0,18.44,0,0,,3.640000000000001,,Tesla_Model_S_2015,78.0,3,4,30
1187,Volkswagen,Golf,2018,e-Golf,100.0,,20.0,Electricity,2.0,0,1,0,3.0,18.63,1,0,,5.729999999999999,,Tesla_Model_S_2015,89.0,2,2,19
23566,Hyundai,IONIQ,2017,Premium,88.0,9060.0,7.53,Electricity,3.0,0,0,0,2.0,13.0,0,0,,,,Tesla_Model_S_2015,57.9,4,6,8
25948,Mitsubishi,i-MiEV,2013,i-MiEV,35.0,153255.0,9.1,Electricity,2.0,1,1,1,3.0,16.85,0,1,,4.350000000000001,,Tesla_Model_S_2015,54.0,1,2,15
29714,Mercedes-Benz,B-Klasse,2015,B250e,132.0,77570.0,5.0,Electricity,1.0,1,0,1,2.0,12.82,0,0,,-3.780000000000001,,Tesla_Model_S_2015,39.0,2,3,13
9840,Volkswagen,Golf,2014,e-Golf,85.0,,3.6,Electricity,2.0,1,1,1,2.0,18.2,0,0,52.0,5.5,,Tesla_Model_S_2015,20.0,12,4,15
